IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls,Year,Month,DayOfWeek,DayOfYear,Quarter,WeekOfYear,IsWeekend,IsNight,IsRushHour,IsPeakSeason,Distance_from_center,HasSecondPump,IncidentGroup_encoded,PropertyCategory_encoded,PropertyType_encoded,IncGeo_BoroughName_encoded,IncGeo_WardName_encoded,IncidentStationGround_encoded,FirstPumpArriving_DeployedFromStation_encoded,SpecialServiceType_encoded,Postcode_district_encoded
008983-22012018,2018-01-22,2018.0,02:32:38,2.0,False Alarm,AFA,Standard,Non Residential,Theatre ,Correct incident location,W1U 1QX,W1U,100024000000.0,8400283.0,E09000033,WESTMINSTER,Westminster,E05013808,West End,West End,528591.0,181335.0,528550.0,181350.0,51.51631176,-0.14813191,London,Soho,317.0,Soho,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,2202.347027832553,0,0,3,184,32,656,79,79,18,253
008984-22012018,2018-01-22,2018.0,02:43:43,2.0,Fire,Secondary Fire,Standard,Outdoor Structure,Common external bin storage area,Correct incident location,N1 6JH,N1,10008235102.0,20950201.0,E09000012,HACKNEY,Hackney,E05009378,HOXTON WEST,HOXTON WEST,533051.0,183131.0,533050.0,183150.0,51.53141966,-0.083214056,London,Shoreditch,249.0,Shoreditch,384.0,Islington,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,3636.0428727594694,1,1,6,30,11,263,77,77,18,102
008986-22012018,2018-01-22,2018.0,03:00:40,3.0,False Alarm,AFA,Standard,Non Residential,Pub/wine bar/bar ,Correct incident location,NW10 5JX,NW10,202090208.0,20201241.0,E09000005,BRENT,Brent,E05013507,Queens Park,Queens Park,523683.0,182611.0,523650.0,182650.0,51.52887431,-0.218381143,London,North Kensington,224.0,North Kensington,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,7253.034312850166,0,0,3,145,3,480,62,62,18,126
008987-22012018,2018-01-22,2018.0,04:01:05,4.0,False Alarm,AFA,Standard,Non Residential,Purpose built office ,Correct incident location,N1 7RY,N1,10008244204.0,20901070.0,E09000012,HACKNEY,Hackney,E05009378,HOXTON WEST,HOXTON WEST,532152.0,183169.0,532150.0,183150.0,51.53197227,-0.09615292,London,Islington,283.0,Islington,325.0,Shoreditch,2.0,2.0,2.0,66.0,361.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,3136.100929944344,1,0,3,150,11,263,47,47,18,102
008989-22012018,2018-01-22,2018.0,04:10:20,4.0,Fire,Primary Fire,Standard,Road Vehicle,Multiple Vehicles ,In street close to gazetteer location,E8 2FE,E8,10008343469.0,20901019.0,E09000012,HACKNEY,Hackney,E05009370,DALSTON,DALSTON,533785.0,184883.0,533750.0,184850.0,51.5469901,-0.071973159,London,Homerton,377.0,Stoke Newington,,None,1.0,1.0,1.0,60.0,328.0,14.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,5463.056919235843,0,1,8,97,11,169,43,83,18,42
009003-22012018,2018-01-22,2018.0,04:20:08,4.0,False Alarm,AFA,Standard,Non Residential,Gym ,Correct incident location,W1F 9US,W1F,10033623631.0,8401132.0,E09000033,WESTMINSTER,Westminster,E05013808,West End,West End,529465.0,180800.0,529450.0,180850.0,51.51130435,-0.135739301,London,Soho,234.0,Soho,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,1194.0546753601266,0,0,3,59,32,656,79,79,18,246
009004-22012018,2018-01-22,2018.0,04:37:21,4.0,False Alarm,AFA,Standard,Dwelling,Self contained Sheltered Housing ,Correct incident location,Unknown,SE15,0.0,22501042.0,E09000028,SOUTHWARK,Southwark,E05011109,Old Kent Road,Old Kent Road,,,534850.0,177450.0,,,London,New Cross,296.0,Old Kent Road,320.0,New Cross,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,,1,0,2,167,27,439,59,64,18,155
009014-22012018,2018-01-22,2018.0,05:17:16,5.0,False Alarm,False alarm - Good intent,Standard,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,Unknown,NW8,0.0,8401486.0,E09000033,WESTMINSTER,Westminster,E05013792,Abbey Road,Abbey Road,,,526350.0,183050.0,,,London,Paddington,355.0,Paddington,361.0,Paddington,1.0,2.0,2.0,194.0,1061.0,2.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,,1,0,2,149,32,4,66,66,18,134
009016-22012018,2018-01-22,2018.0,05:20:15,5.0,False Alarm,AFA,Standard,Non Residential,Infant/Primary school,Within same building,N15 4EA,N15,10022937879.0,21103918.0,E09000014,HARINGEY,Haringey,E05013599,South Tottenham,South Tottenham,534005.0,189465.0,534050.0,189450.0,51.58811332,-0.067058275,London,Tottenham,529.0,Tottenham,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,9643.075288018514,0,0,3,73,13,537,88,88,18,108
009021-22012018,2018-01-22,2018.0,06:14:18,6.0,False Alarm,AFA,Standard,Dwelling,Self contained Sheltered Housing ,Correct incident location,Unknown,DA17,0.0,20101497.0,E09000004,BEXLEY,Bexley,E05011218,Belvedere,Belvedere,,,549550.0,178650.0,,,London,Erith,170.0,Erith,418.0,Bexley,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,,1,0,2,167,2,46,26,26,18,18
009022-22012018,2018-01-22,2018.0,06:19:00,6.0,False Alarm,AFA,Standard,Non Residential,College/University ,Within same building,EN3 5HA,EN3,207184335.0,20702265.0,E09000010,ENFIELD,Enfield,E05013674,Brimsdown,Brimsdown,535293.0,196689.0,535250.0,196650.0,51.65272153,-0.04568957,London,Enfield,231.0,Enfield,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,16910.509779118267,0,0,3,29,9,68,25,25,18,69
009023-22012018,2018-01-22,2018.0,06:25:41,6.0,False Alarm,AFA,Standard,Non Residential,Converted office ,Correct incident location,SW1Y 5AG,SW1Y,10033553874.0,8400779.0,E09000033,WESTMINSTER,Westminster,E05013806,St. James's,St. James's,529709.0,180203.0,529750.0,180250.0,51.50588329,-0.132444654,London,Soho,316.0,Soho,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,926.2470730508197,0,0,3,35,32,560,79,79,18,201
009024-22012018,2018-01-22,2018.0,06:32:04,6.0,False Alarm,AFA,Standard,Non Residential,Single shop ,Within same building,UB7 7BT,UB7,100023000000.0,21401864.0,E09000017,HILLINGDON,Hillingdon,E05013581,West Drayton,West Drayton,506020.0,180008.0,506050.0,180050.0,51.50906668,-0.473688029,London,Hayes,425.0,Hayes,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,24587.815763308376,0,0,3,171,16,654,37,37,18,235
009026-22012018,2018-01-22,2018.0,06:44:28,6.0,False Alarm,False alarm - Good intent,Standard,Non Residential,Infant/Primary school,Within same building,BR2 0DA,BR2,100023000000.0,20302925.0,E09000006,BROMLEY,Bromley,E05014005,Shortlands & Park Langley,Shortlands & Park Langley,539599.0,169471.0,539550.0,169450.0,51.40708926,0.005734243,London,Bromley,246.0,Bromley,,None,1.0,2.0,3.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,14186.749330568868,0,0,3,73,4,524,10,10,18,1
009028-22012018,2018-01-22,2018.0,06:55:46,6.0,False Alarm,AFA,Standard,Non Residential,Infant/Primary school,Correct incident location,E1 5RE,E1,6015884.0,22701187.0,E09000030,TOWER HAMLETS,Tower Hamlets,E05009331,St. Peter's,St. Peter's,534709.0,182243.0,534750.0,182250.0,51.52304663,-0.05966485,London,Bethnal Green,267.0,Bethnal Green,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,4482.877244674545,0,0,3,73,29,571,6,6,18,24
009029-22012018,2018-01-22,2018.0,06:56:36,6.0,False Alarm,AFA,Standard,Dwelling,House - single occupancy ,Correct incident location,Unknown,DA7,0.0,20100452.0,E09000004,BEXLEY,Bexley,E05011219,Bexleyheath,Bexleyheath,,,549750.0,175450.0,,,London,Bexley,157.0,Bexley,416.0,Erith,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,1,0,0,,1,0,2,67,2,50,7,7,18,22
009031-22012018,2018-01-22,2018.0,07:09:40,7.0,False Alarm,AFA,Standard,Other Residential,Retirement/Old Persons Home,Correct incident location,DA14 5HA,DA14,100020000000.0,20100689.0,E09000004,BEXLEY,Bexley,E05011230,Sidcup,Sidcup,546968.0,170591.0,546950.0,170550.0,51.41529318,0.112071068,London,Sidcup,253.0,Sidcup,253.0,Sidcup,2.0,4.0,6.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,0,1,0,19100.12384423776,1,0,4,159,2,525,78,78,18,15
009034-22012018,2018-01-22,2018.0,07:23:59,7.0,False Alarm,AFA,Standard,Non Residential,Restaurant/cafe,Correct incident location,SW15 1SQ,SW15,100023000000.0,22904067.0,E09000032,WANDSWORTH,Wandsworth,E05014022,Thamesfield,Thamesfield,524078.0,175485.0,524050.0,175450.0,51.46474426,-0.215193806,London,Wandsworth,252.0,Wandsworth,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,0,1,0,8194.894540396259,0,0,3,158,31,600,92,93,18,189
009036-22012018,2018-01-22,2018.0,07:27:40,7.0,False Alarm,AFA,Standard,Other Residential,Retirement/Old Persons Home,Within same building,N15 6PX,N15,100021000000.0,21104029.0,E09000014,HARINGEY,Haringey,E05013598,Seven Sisters,Seven Sisters,533181.0,188053.0,533150.0,188050.0,51.57562004,-0.079479844,London,Tottenham,352.0,Stoke Newington,376.0,Stoke Newington,1.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,0,1,0,8035.834238499669,1,0,4,159,13,517,88,83,18,108
009039-22012018,2018-01-22,2018.0,07:42:45,7.0,False Alarm,AFA,Standard,Dwelling,House - single occupancy ,Correct incident location,Unknown,HA4,0.0,21400255.0,E09000017,HILLINGDON,Hillingdon,E05013577,Ruislip,Ruislip,,,509050.0,188350.0,,,London,Ruislip,284.0,Ruislip,571.0,Harrow,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,0,1,0,,1,0,2,67,16,498,75,75,18,78
009040-22012018,2018-01-22,2018.0,08:00:06,8.0,False Alarm,AFA,Standard,Dwelling,Self contained Sheltered Housing ,Correct incident location,Unknown,HA2,0.0,21201971.0,E09000015,HARROW,Harrow,E05013557,Rayners Lane,Rayners Lane,,,513050.0,187450.0,,,London,Northolt,269.0,Northolt,276.0,Northolt,1.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,0,1,0,,1,0,2,167,14,487,63,63,18,76
009041-22012018,2018-01-22,2018.0,08:03:21,8.0,False Alarm,AFA,Standard,Non Residential,Large supermarket ,Within same building,SE8 4HH,SE8,10010231240.0,20800449.0,E09000011,GREENWICH,Greenwich,E05014081,Greenwich Park,Greenwich Park,537485.0,176909.0,537450.0,176950.0,51.47444537,-0.021754336,London,Greenwich,189.0,Greenwich,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,0,1,0,7734.817916008214,0,0,3,78,10,251,32,32,18,175
009042-22012018,2018-01-22,2018.0,08:04:57,8.0,False Alarm,AFA,Standard,Non Residential,Library ,Within same building,EC2V 7HH,EC2V,95511164.0,8100007.0,E09000001,CITY OF LONDON,City Of london,E05009290,BASSISHAW,BASSISHAW,532428.0,181397.0,532450.0,181350.0,51.51598338,-0.092841966,London,Dowgate,325.0,Dowgate,,None,1.0,1.0,1.0,60.0,328.0,2.0,2018.0,1.0,0.0,22.0,1.0,4,0,0,1,0,2059.0833637306973,0,0,3,82,6,17,19,19,18,54
009046-22012018,2018-01-22,2018.0,08:11:20,8.0,Fire,Primary Fire,Standard,Non Residential,Other building/use not known ,Correct incident location,SW1Y 4DG,SW1Y,100023000000.0,8400095.0,E09000033,WESTMINSTER,Westminster,E05013806,St. James's,St. James's,529721.0,180578.0,529750.0,180550.0,51.50925061,-0.132133956,London,Soho,162.0,Soho,170.0,Soho,1.0,2.0,42.0,9388.0,51321.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,0,1,0,893.468163793794,1,1,3,106,32,560,79,79,18,201
009047-22012018,2018-01-22,2018.0,08:14:06,8.0,False Alarm,AFA,Standard,Non Residential,Sports/Social club ,Correct incident location,SW1Y 5AG,SW1Y,10033547545.0,8400779.0,E09000033,WESTMINSTER,Westminster,E05013806,St. James's,St. James's,529722.0,180219.0,529750.0,180250.0,51.5060241,-0.132251564,London,Soho,436.0,Lambeth,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,0,1,0,909.6450786846108,0,0,3,175,32,560,79,51,18,201
009049-22012018,2018-01-22,2018.0,08:20:22,8.0,False Alarm,AFA,Standard,Dwelling,House - single occupancy ,Correct incident location,Unknown,WC1X,0.0,21604163.0,E09000019,ISLINGTON,Islington,E05013702,Clerkenwell,Clerkenwell,,,531050.0,182450.0,,,London,Islington,330.0,Euston,437.0,Islington,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,0.0,22.0,1.0,4,0,0,1,0,,1,0,2,67,18,144,47,27,18,269
